timestamp,uptime_ms,heap_free_kb,heap_min_kb,frag_pct,internal_free_kb,internal_largest_kb,psram_free_kb,pending_upload,pending_enrich,core0_pct,core1_pct,owner
2026-08-08 03:48:34,6301364,6247,6228,1,60,31,6186,375,375,1,0,WIFI_CAPTURE
2026-08-08 03:53:34,6571402,6247,6228,1,60,31,6186,380,380,1,0,WIFI_CAPTURE
2026-08-08 03:53:34,6601411,6247,6228,1,60,31,6186,380,380,1,0,WIFI_CAPTURE
2026-08-08 03:58:35,6871452,6246,6228,1,60,31,6186,380,380,1,0,WIFI_CAPTURE
2026-08-08 03:58:35,6901461,6246,6228,1,60,31,6186,380,380,1,0,WIFI_CAPTURE
2026-08-08 04:03:36,7171524,6246,6228,1,60,31,6186,380,380,0,0,WIFI_CAPTURE
2026-08-08 04:03:36,7201530,6246,6228,1,60,31,6186,380,380,1,0,WIFI_CAPTURE
2026-08-08 04:08:38,7472215,6246,6228,1,60,31,6186,381,381,1,0,WIFI_CAPTURE
2026-08-08 04:08:38,7502222,6246,6228,1,60,31,6186,381,381,1,0,WIFI_CAPTURE
2026-08-08 04:13:38,7772257,6247,6228,1,61,31,6186,384,384,1,0,WIFI_CAPTURE
2026-08-08 04:13:38,7802257,6247,6228,1,61,31,6186,384,384,0,0,WIFI_CAPTURE
2026-08-08 04:18:38,8072293,6247,6228,1,61,31,6186,384,384,1,0,WIFI_CAPTURE
2026-08-08 04:18:38,8102295,6247,6228,1,61,31,6186,384,384,1,0,WIFI_CAPTURE
2026-08-08 04:23:39,8372332,6247,6228,1,61,31,6186,386,386,1,0,WIFI_CAPTURE
2026-08-08 04:23:39,8402337,6247,6228,1,61,31,6186,386,386,4,3,WIFI_CAPTURE
2026-08-08 04:28:41,8672385,6247,6228,1,61,31,6186,388,388,0,0,WIFI_CAPTURE
2026-08-08 04:28:41,8702391,6247,6228,1,61,31,6186,388,388,1,0,WIFI_CAPTURE
2026-08-08 04:33:41,8972428,6247,6228,1,61,31,6186,388,388,0,0,WIFI_CAPTURE
2026-08-08 04:33:41,9002437,6247,6228,1,61,31,6186,388,388,1,0,WIFI_CAPTURE
2026-08-08 04:38:42,9272477,6247,6228,1,61,31,6186,390,390,1,0,WIFI_CAPTURE
2026-08-08 04:38:42,9302485,6247,6228,1,61,31,6186,390,390,0,0,WIFI_CAPTURE
2026-08-08 04:38:42,9332489,6247,6228,1,61,31,6186,393,393,1,0,WIFI_CAPTURE
2026-08-08 04:43:42,9572525,6247,6228,1,61,31,6186,397,397,0,0,WIFI_CAPTURE
2026-08-08 04:43:42,9602531,6247,6228,1,61,31,6186,397,397,0,0,WIFI_CAPTURE
2026-08-08 04:43:42,9632535,6247,6228,1,61,31,6186,397,397,1,0,WIFI_CAPTURE
2026-08-08 04:48:42,9872550,6247,6228,1,60,31,6186,397,397,0,0,WIFI_CAPTURE
2026-08-08 04:48:42,9902558,6247,6228,1,60,31,6186,399,399,1,0,WIFI_CAPTURE
2026-08-08 04:48:42,9932564,6247,6228,1,60,31,6186,399,399,1,0,WIFI_CAPTURE
2026-08-08 04:53:42,10172602,6247,6228,1,60,31,6186,401,401,1,0,WIFI_CAPTURE
2026-08-08 04:53:42,10202608,6247,6228,1,60,31,6186,401,401,1,0,WIFI_CAPTURE
2026-08-08 04:53:42,10232611,6247,6228,1,60,31,6186,404,404,4,3,WIFI_CAPTURE
2026-08-08 04:58:42,10472642,6247,6228,1,60,31,6186,404,404,1,0,WIFI_CAPTURE
2026-08-08 04:58:42,10502647,6247,6228,1,60,31,6186,406,406,1,0,WIFI_CAPTURE
2026-08-08 04:58:42,10532651,6247,6228,1,60,31,6186,406,406,1,0,WIFI_CAPTURE
2026-08-08 05:03:42,10772695,6247,6228,1,60,31,6186,408,408,0,0,WIFI_CAPTURE
2026-08-08 05:03:42,10802699,6247,6228,1,60,31,6186,408,408,1,0,WIFI_CAPTURE
2026-08-08 05:03:42,10832703,6247,6228,1,60,31,6186,408,408,1,0,WIFI_CAPTURE
2026-08-08 05:08:42,11072757,6247,6228,1,60,31,6186,410,410,1,0,WIFI_CAPTURE
2026-08-08 05:08:42,11102757,6247,6228,1,60,31,6186,410,410,0,0,WIFI_CAPTURE
2026-08-08 05:08:42,11132758,6247,6228,1,60,31,6186,412,412,1,0,WIFI_CAPTURE
2026-08-08 05:13:42,11373107,6247,6228,1,60,31,6186,414,414,0,0,WIFI_CAPTURE
2026-08-08 05:13:42,11403115,6247,6228,1,60,31,6186,415,415,1,0,WIFI_CAPTURE
2026-08-08 05:18:43,11673170,6247,6228,1,60,31,6186,419,419,0,0,WIFI_CAPTURE
2026-08-08 05:18:43,11703172,6247,6228,1,60,31,6186,421,421,1,0,WIFI_CAPTURE
2026-08-08 05:18:43,11733173,6247,6228,1,60,31,6186,421,421,1,0,WIFI_CAPTURE
2026-08-08 05:23:43,11973214,6247,6228,1,60,31,6186,422,422,1,0,WIFI_CAPTURE
2026-08-08 05:23:43,12003217,6247,6228,1,60,31,6186,422,422,4,3,WIFI_CAPTURE
2026-08-08 05:23:43,12033221,6247,6228,1,60,31,6186,424,424,1,0,WIFI_CAPTURE
2026-08-08 05:28:43,12273260,6247,6228,1,60,31,6186,424,424,0,0,WIFI_CAPTURE
2026-08-08 05:28:43,12303260,6247,6228,1,60,31,6186,424,424,0,0,WIFI_CAPTURE
2026-08-08 05:28:43,12333260,6247,6228,1,60,31,6186,427,427,1,1,WIFI_CAPTURE
2026-08-08 05:33:43,12573309,6247,6228,1,60,31,6186,429,429,1,0,WIFI_CAPTURE
2026-08-08 05:33:43,12603315,6247,6228,1,60,31,6186,429,429,0,0,WIFI_CAPTURE
2026-08-08 05:33:43,12633320,6247,6228,1,60,31,6186,429,429,5,4,WIFI_CAPTURE
2026-08-08 05:34:58,12663326,6247,6228,1,60,31,6186,429,429,1,0,WIFI_CAPTURE
2026-08-08 05:34:58,12693334,6247,6228,1,60,31,6186,429,429,1,0,WIFI_CAPTURE
2026-08-08 05:36:13,12723336,6247,6228,1,60,31,6186,429,429,1,0,WIFI_CAPTURE
2026-08-08 05:36:13,12753338,6247,6228,1,60,31,6186,429,429,1,0,WIFI_CAPTURE
2026-08-08 05:36:13,12783344,6247,6228,1,60,31,6186,432,432,1,0,WIFI_CAPTURE
2026-08-08 05:37:29,12813351,6247,6228,1,60,31,6186,434,434,1,0,WIFI_CAPTURE
2026-08-08 05:37:29,12843351,6247,6228,1,60,31,6186,434,434,4,2,WIFI_CAPTURE
